Date,Open,High,Low,Close,Volume,Adj Close
2009-03-31,44.57,45.459999,43.07,44.490002,4408900,42.600369
2009-04-01,44.259998,45.240002,43.939999,44.959999,3278500,43.050404
2009-04-02,45.970001,50.48,45.810001,49.080002,9218100,46.995417
2009-04-03,48.310001,50.150002,48.09,50.02,4319000,47.895491
2009-04-06,49.529999,49.709999,47.139999,48.310001,5286900,46.258121
2009-04-07,47.450001,47.5,46.299999,46.490002,2613200,44.515423
2009-04-08,46.59,48.34,46.200001,47.970001,2812300,45.932562
2009-04-09,49.169998,51.139999,48.93,50.919998,3456900,48.757263
2009-04-13,50.389999,51.25,49.240002,50.98,2756200,48.814716
2009-04-14,50.0,52.23,50.0,50.669998,3209800,48.517881
2009-04-15,50.52,50.75,49.200001,50.040001,2978900,47.914642
2009-04-16,50.25,54.52,50.040001,54.240002,5094200,51.936255
2009-04-17,53.209999,53.610001,51.169998,53.25,5406900,50.988302
2009-04-20,52.25,52.43,50.900002,51.080002,3631600,48.910471
2009-04-21,50.669998,52.669998,50.27,52.529999,2908500,50.298882
2009-04-22,52.16,55.75,52.16,53.240002,4474800,50.978729
2009-04-23,52.25,55.189999,51.599998,55.040001,5572500,52.702276
2009-04-24,55.040001,56.75,54.709999,56.060001,3050700,53.678954
2009-04-27,54.450001,55.130001,52.650002,52.82,3006100,50.576565
2009-04-28,52.110001,54.23,52.0,53.310001,2889900,51.045755
2009-04-29,53.959999,55.93,53.880001,55.27,2442900,52.922507
2009-04-30,55.900002,57.73,55.560001,55.959999,3892100,53.583199
2009-05-01,55.900002,56.27,54.330002,55.130001,2670000,52.788454
2009-05-04,55.32,59.650002,55.060001,59.509998,4228800,56.982418
2009-05-05,59.439999,61.0,59.279999,60.759998,3995300,58.179327
2009-05-06,61.189999,61.84,60.0,61.709999,3633000,59.088978
2009-05-07,62.049999,62.16,58.610001,59.32,4220500,56.80049
2009-05-08,60.110001,60.970001,59.0,60.060001,3158900,57.509061
2009-05-11,58.459999,59.09,57.009998,57.169998,4256400,54.741806
2009-05-12,57.0,57.290001,54.48,55.119999,4108600,52.778876
2009-05-13,54.459999,54.459999,52.27,52.709999,3978100,50.471237
2009-05-14,52.720001,54.119999,52.619999,53.41,2720200,51.141506
2009-05-15,53.610001,54.59,52.580002,52.98,3618800,50.72977
2009-05-18,53.580002,54.209999,52.759998,54.060001,3608600,51.7639
2009-05-19,54.099998,55.330002,54.0,54.639999,2927000,52.319264
2009-05-20,55.5,57.299999,54.900002,55.68,4441400,53.315093
2009-05-21,54.919998,54.919998,52.639999,53.43,2960600,51.160657
2009-05-22,53.450001,53.650002,51.720001,52.84,3033300,50.595716
2009-05-26,52.380001,55.68,52.349998,55.349998,3030500,52.999107
2009-05-27,55.450001,55.950001,53.18,53.360001,2437300,51.093631
2009-05-28,54.080002,54.490002,52.16,53.580002,2887200,51.304288
2009-05-29,53.709999,55.459999,53.419998,55.43,2832900,53.075711
2009-06-01,57.290001,58.240002,55.779999,57.880001,2574900,55.421652
2009-06-02,57.990002,59.380001,57.18,57.650002,2331600,55.201422
2009-06-03,57.240002,57.419998,55.700001,56.299999,2678700,53.908758
2009-06-04,56.389999,57.040001,55.689999,57.0,1907100,54.579028
2009-06-05,57.720001,58.880001,56.880001,57.110001,3813400,54.684356
2009-06-08,56.84,56.939999,55.68,56.459999,2491000,54.061962
2009-06-09,56.310001,57.57,56.110001,57.060001,2259400,54.636481
2009-06-10,58.43,58.43,56.040001,57.25,2479300,54.818409
2009-06-11,56.849998,57.540001,56.0,56.16,3519600,53.774705
2009-06-12,55.75,56.220001,53.630001,54.389999,3844400,52.079882
2009-06-15,53.689999,53.990002,51.73,52.009998,4062300,49.800967
2009-06-16,52.299999,53.27,50.740002,51.419998,5007800,49.340379
2009-06-17,50.279999,51.700001,49.759998,50.700001,9119400,48.649501
2009-06-18,51.630001,52.330002,50.599998,51.959999,4140000,49.85854
2009-06-19,52.299999,52.57,51.0,51.450001,2993500,49.369168
2009-06-22,50.580002,51.25,49.860001,50.049999,4424100,48.025788
2009-06-23,51.310001,52.0,50.549999,50.75,4792200,48.697478
2009-06-24,51.169998,54.02,50.799999,52.889999,6542000,50.750928
2009-06-25,52.740002,56.380001,52.560001,56.290001,6434200,54.013421
2009-06-26,55.619999,56.099998,55.060001,55.41,3304400,53.16901
2009-06-29,55.549999,56.279999,54.75,55.630001,2513500,53.380114
2009-06-30,56.93,56.950001,55.119999,55.619999,4147600,53.370516
2009-07-01,55.810001,57.18,55.75,56.18,2311100,53.907869
2009-07-02,55.150002,55.549999,54.07,54.32,3090800,52.123094
2009-07-06,54.119999,56.139999,53.98,56.040001,5143300,53.773532
2009-07-07,55.93,55.93,54.310001,54.32,2809400,52.123094
2009-07-08,54.790001,55.91,52.580002,53.360001,5429400,51.201921
2009-07-09,53.59,54.5,53.360001,53.93,2427300,51.748867
2009-07-10,53.669998,55.200001,53.669998,54.880001,2348800,52.660446
2009-07-13,55.34,55.799999,53.790001,55.799999,2598700,53.543236
2009-07-14,55.77,56.09,54.59,55.540001,2247300,53.293753
2009-07-15,56.310001,57.439999,56.060001,57.360001,4688000,55.040145
2009-07-16,57.139999,62.509998,57.07,61.790001,9769600,59.29098
2009-07-17,61.32,62.23,60.169998,60.470001,5463400,58.024366
2009-07-20,60.669998,61.790001,60.259998,61.689999,3228200,59.195022
2009-07-21,62.0,62.130001,59.619999,60.470001,3403600,58.024366
2009-07-22,59.849998,62.220001,59.52,61.799999,2966600,59.300574
2009-07-23,61.290001,64.660004,61.0,64.239998,4584000,61.64189
2009-07-24,63.689999,65.0,63.459999,64.980003,3360100,62.351967
2009-07-27,65.040001,66.629997,64.5,66.589996,3011200,63.896845
2009-07-28,65.93,66.720001,65.099998,65.610001,2914000,62.956484
2009-07-29,65.150002,66.669998,64.629997,65.75,2575500,63.090822
2009-07-30,66.540001,68.610001,66.050003,67.379997,3500400,64.654896
2009-07-31,67.379997,68.5,67.099998,67.839996,2534300,65.096291
2009-08-03,68.349998,69.379997,67.510002,68.940002,2601000,66.151808
2009-08-04,68.510002,68.809998,67.82,68.440002,3109500,65.67203
2009-08-05,68.540001,68.82,66.889999,67.379997,3416900,64.654896
2009-08-06,67.790001,67.790001,66.169998,66.370003,3207500,63.685749
2009-08-07,67.199997,68.769997,66.93,67.860001,4829800,65.115486
2009-08-10,66.660004,67.839996,66.660004,67.120003,2741000,64.405416
2009-08-11,66.68,67.0,65.610001,65.970001,3195100,63.301925
2009-08-12,66.0,67.190002,65.529999,66.379997,2448700,63.695339
2009-08-13,67.349998,67.349998,65.769997,66.910004,2111700,64.20391
2009-08-14,66.790001,67.139999,64.989998,66.010002,1830500,63.340308
2009-08-17,65.349998,65.349998,63.540001,63.880001,2355800,61.296452
2009-08-18,64.279999,66.0,64.169998,65.769997,2699700,63.110009
2009-08-19,65.199997,66.050003,64.199997,65.650002,2066700,62.994867
2009-08-20,65.43,66.389999,65.330002,66.099998,1713200,63.426665
2009-08-21,66.709999,68.150002,66.290001,67.870003,2966900,65.125083
2009-08-24,67.989998,68.769997,67.639999,67.839996,1828100,65.096291
2009-08-25,68.400002,69.300003,68.099998,68.260002,2719800,65.49931
2009-08-26,68.230003,68.68,67.389999,67.760002,2058500,65.019532
2009-08-27,67.870003,68.879997,66.360001,68.529999,2784800,65.758387
2009-08-28,69.139999,70.269997,68.849998,69.860001,3296300,67.034598
2009-08-31,69.160004,69.400002,68.300003,68.709999,1822300,65.931107
2009-09-01,68.849998,71.339996,68.68,69.040001,5406900,66.247762
2009-09-02,68.75,69.650002,68.059998,68.510002,3041100,65.739199
2009-09-03,69.239998,69.82,68.230003,69.739998,1957900,66.919449
2009-09-04,69.879997,70.949997,69.82,70.860001,1961200,67.994154
2009-09-08,71.669998,71.949997,69.93,70.93,3067200,68.167144
2009-09-09,71.720001,72.360001,70.959999,72.040001,3530000,69.233908
2009-09-10,72.169998,72.699997,71.370003,72.660004,2418300,69.82976
2009-09-11,75.949997,78.300003,75.919998,77.32,11095300,74.308241
2009-09-14,77.0,78.989998,76.699997,78.879997,5064200,75.807474
2009-09-15,79.360001,80.0,78.529999,79.529999,4658700,76.432156
2009-09-16,80.010002,80.010002,77.400002,78.199997,4444600,75.153961
2009-09-17,76.449997,78.489998,75.550003,76.459999,6004400,73.481739
2009-09-18,76.839996,76.900002,75.5,76.169998,4293400,73.203034
2009-09-21,75.720001,76.0,74.25,75.589996,2897600,72.645624
2009-09-22,76.129997,76.830002,76.0,76.160004,2928000,73.193429
2009-09-23,76.470001,77.0,75.230003,75.279999,2938400,72.347702
2009-09-24,75.300003,76.220001,74.290001,75.389999,3120900,72.453418
2009-09-25,74.870003,75.529999,72.900002,73.379997,2992600,70.521709
2009-09-28,73.519997,76.330002,73.43,75.870003,3308100,72.914724
2009-09-29,76.040001,76.330002,74.860001,75.040001,2580500,72.117052
2009-09-30,74.989998,76.110001,73.720001,75.220001,3547100,72.290041
2009-10-01,75.540001,76.099998,73.459999,73.68,4169600,70.810026
2009-10-02,73.199997,74.18,72.449997,73.580002,3360100,70.713923
2009-10-05,73.779999,75.660004,73.279999,75.449997,3142900,72.511078
2009-10-06,75.57,76.970001,74.400002,75.080002,3080700,72.155495
2009-10-07,74.959999,76.330002,74.480003,76.209999,2461000,73.241477
2009-10-08,76.739998,78.900002,76.209999,78.169998,6976800,75.12513
2009-10-09,78.110001,78.5,77.099998,77.480003,2443800,74.462012
2009-10-12,78.040001,78.269997,77.080002,77.620003,1518400,74.596558
2009-10-13,77.589996,78.209999,76.580002,78.190002,2520900,75.144355
2009-10-14,79.169998,80.400002,78.910004,80.290001,3034200,77.162555
2009-10-15,79.82,81.129997,79.449997,80.919998,2996200,77.768013
2009-10-16,80.099998,80.669998,79.5,80.050003,2865800,76.931905
2009-10-19,80.309998,80.660004,79.709999,79.989998,2085100,76.874238
2009-10-20,80.029999,81.830002,79.68,81.68,3419900,78.498411
2009-10-21,81.489998,82.339996,79.459999,79.610001,2193900,76.509042
2009-10-22,79.57,79.580002,77.400002,78.959999,2318100,75.884359
2009-10-23,79.290001,79.800003,76.730003,77.099998,2864100,74.096809
2009-10-26,77.139999,79.080002,76.529999,76.860001,2095500,73.86616
2009-10-27,76.959999,77.150002,74.669998,74.779999,3497200,71.867178
2009-10-28,74.5,75.440002,73.290001,73.540001,2856500,70.67548
2009-10-29,74.389999,75.709999,73.779999,74.949997,2737000,72.030554
2009-10-30,74.739998,75.57,72.410004,72.690002,2969200,69.858591
2009-11-02,73.010002,73.809998,71.779999,72.870003,2745900,70.03158
2009-11-03,73.059998,75.089996,72.589996,74.830002,3519500,71.915233
2009-11-04,75.440002,75.470001,72.769997,72.919998,2659600,70.079628
2009-11-05,73.529999,75.32,73.510002,75.0,2204600,72.078609
2009-11-06,74.449997,77.360001,74.449997,77.120003,2895000,74.116034
2009-11-09,77.82,81.239998,77.019997,81.220001,4110800,78.05633
2009-11-10,80.68,82.279999,80.300003,82.129997,3469800,78.93088
2009-11-11,82.540001,83.769997,81.910004,82.5,3882000,79.28647
2009-11-12,82.309998,82.800003,80.519997,80.760002,2516600,77.614249
2009-11-13,81.019997,82.220001,80.760002,81.970001,1938200,78.777116
2009-11-16,83.540001,84.919998,83.080002,84.800003,3197100,81.496884
2009-11-17,84.68,85.43,84.07,85.260002,3673100,81.938965
2009-11-18,85.010002,85.239998,83.339996,83.709999,2333000,80.449338
2009-11-19,83.349998,83.589996,81.449997,82.480003,1967300,79.267253
2009-11-20,81.93,82.599998,80.599998,81.779999,2422600,78.594515
2009-11-23,83.0,83.809998,82.110001,82.610001,2233000,79.392186
2009-11-24,82.43,83.160004,81.550003,81.790001,1504300,78.604127
2009-11-25,81.889999,83.550003,81.849998,83.5,2101000,80.247519
2009-11-27,81.290001,83.540001,80.839996,82.650002,1495500,79.430629
2009-11-30,82.860001,84.720001,82.080002,84.449997,2605500,81.160511
2009-12-01,85.389999,86.57,84.82,85.879997,3194300,82.53481
2009-12-02,85.879997,87.279999,85.540001,87.099998,2475200,83.70729
2009-12-03,87.610001,87.879997,85.779999,85.940002,3246400,82.592478
2009-12-04,87.080002,88.040001,86.059998,87.93,2926800,84.504962
2009-12-07,88.010002,88.440002,87.389999,87.519997,2271000,84.110929
2009-12-08,89.470001,90.620003,89.010002,89.879997,6866400,86.379003
2009-12-09,90.349998,90.349998,88.099998,89.0,3389600,85.533283
2009-12-10,89.260002,90.010002,87.669998,88.040001,2376300,84.715383
2009-12-11,87.93,88.949997,87.589996,87.940002,1815400,84.619161
2009-12-14,88.25,90.650002,88.190002,90.559998,2644500,87.140218
2009-12-15,90.459999,91.989998,90.0,91.360001,4924000,87.910011
2009-12-16,91.940002,92.589996,89.75,89.949997,3494500,86.553253
2009-12-17,86.489998,87.099998,84.389999,84.470001,8399100,81.280196
2009-12-18,85.089996,85.760002,83.529999,84.949997,4804000,81.742066
2009-12-21,85.43,86.199997,84.110001,84.720001,3637700,81.520755
2009-12-22,84.629997,85.410004,83.279999,83.5,3554900,80.346824
2009-12-23,83.260002,84.0,82.860001,83.760002,2171200,80.597008
2009-12-24,84.0,84.389999,82.349998,82.57,1458100,79.451943
2009-12-28,82.540001,83.449997,82.349998,83.019997,2124300,79.884947
2009-12-29,83.029999,85.339996,82.849998,85.160004,2916200,81.944142
2009-12-30,85.0,85.239998,84.349998,85.169998,1589000,81.953759
2009-12-31,84.209999,84.739998,83.300003,83.449997,1984200,80.29871
2010-01-04,84.209999,85.0,83.110001,83.449997,3215100,80.29871
2010-01-05,83.440002,84.589996,82.639999,84.540001,2493300,81.347552
2010-01-06,84.330002,85.120003,83.610001,83.839996,2491000,80.673982
2010-01-07,83.849998,83.849998,82.400002,82.93,3093200,79.798349
2010-01-08,84.080002,85.260002,82.949997,84.989998,4351200,81.780556
2010-01-11,85.589996,88.290001,85.400002,87.25,6131900,83.955215
2010-01-12,86.440002,88.68,85.599998,86.580002,3345100,83.310517
2010-01-13,86.949997,87.330002,85.150002,85.82,2855700,82.579215
2010-01-14,85.580002,86.449997,85.089996,86.290001,2104300,83.031468
2010-01-15,86.339996,86.800003,84.93,85.110001,4369700,81.896027
2010-01-19,84.970001,86.260002,84.970001,85.900002,2289200,82.656196
2010-01-20,84.75,84.800003,83.080002,84.059998,2793100,80.885675
2010-01-21,84.349998,84.480003,81.300003,81.599998,2865500,78.518572
2010-01-22,81.32,81.860001,80.190002,80.290001,2551800,77.258043
2010-01-25,81.220001,81.220001,79.150002,80.690002,1878500,77.64294
2010-01-26,80.459999,81.230003,79.510002,80.760002,2272300,77.710296
2010-01-27,80.75,80.769997,78.610001,80.419998,3523900,77.383131
2010-01-28,80.980003,80.980003,78.389999,79.07,1974200,76.084112
2010-01-29,79.68,80.699997,78.300003,78.349998,3139500,75.3913
2010-02-01,78.809998,80.730003,78.760002,80.669998,3056600,77.623691
2010-02-02,81.07,82.550003,80.360001,82.330002,3217400,79.221008
2010-02-03,81.660004,82.849998,80.910004,82.120003,2593700,79.018939
2010-02-04,81.360001,81.739998,78.75,78.849998,3830100,75.872419
2010-02-05,78.849998,79.25,75.169998,76.690002,5535300,73.79399
2010-02-08,76.82,77.769997,75.309998,76.690002,2966800,73.79399
2010-02-09,77.269997,79.720001,76.959999,79.220001,4694400,76.228449
2010-02-10,79.160004,79.290001,77.519997,78.290001,2196800,75.333568
2010-02-11,78.379997,79.779999,77.440002,79.529999,2272800,76.526741
2010-02-12,78.400002,78.68,77.510002,78.550003,2902000,75.583752
2010-02-16,78.919998,80.199997,78.919998,79.970001,2649200,76.950127
2010-02-17,79.900002,80.489998,78.93,79.940002,2484400,76.921262
2010-02-18,79.629997,80.389999,79.370003,80.099998,1714300,77.075216
2010-02-19,80.099998,82.440002,80.099998,81.760002,3000000,78.672533
2010-02-22,82.25,83.139999,81.519997,82.360001,2218800,79.249874
2010-02-23,82.059998,83.120003,80.919998,81.489998,2217300,78.412725
2010-02-24,81.730003,83.610001,81.730003,83.080002,3083400,79.942686
2010-02-25,81.540001,83.269997,80.269997,83.18,3007100,80.038909
2010-02-26,83.129997,84.980003,82.32,84.760002,3030000,81.559246
2010-03-01,84.919998,86.449997,84.830002,85.809998,2419000,82.56959
2010-03-02,86.440002,87.120003,85.209999,85.410004,3169300,82.184701
2010-03-03,85.82,87.800003,85.660004,86.139999,3579600,82.887131
2010-03-04,87.230003,87.480003,85.470001,86.360001,2448200,83.098824
2010-03-05,87.019997,87.75,86.629997,86.949997,1817600,83.666541
2010-03-08,87.260002,87.540001,86.139999,86.669998,1924700,83.397115
2010-03-09,86.480003,87.339996,85.639999,86.849998,2023300,83.676518
2010-03-10,87.010002,88.339996,86.879997,87.260002,2557400,84.07154
2010-03-11,86.610001,87.0,85.639999,86.489998,4330500,83.329671
2010-03-12,86.529999,86.690002,84.800003,86.18,3605200,83.031001
2010-03-15,86.199997,87.830002,86.150002,87.830002,2509100,84.620712
2010-03-16,88.040001,88.940002,87.68,88.629997,2798400,85.391475
2010-03-17,89.050003,90.510002,89.050003,89.800003,4885800,86.51873
2010-03-18,87.849998,92.959999,87.0,92.669998,13233200,89.283856
2010-03-19,91.050003,92.169998,90.360001,91.050003,5613000,87.723055
2010-03-22,90.5,91.0,89.519997,89.68,3904200,86.403112
2010-03-23,89.660004,92.010002,89.639999,91.629997,4116000,88.281856
2010-03-24,91.419998,91.5,90.099998,90.239998,4458000,86.942647
2010-03-25,91.18,91.940002,90.010002,90.940002,5720000,87.617074
2010-03-26,91.190002,91.879997,90.339996,91.349998,3777100,88.012088
2010-03-29,91.75,92.43,90.839996,92.230003,3423400,88.859938
2010-03-30,92.519997,93.230003,91.68,92.82,3979900,89.428376
2010-03-31,92.169998,93.660004,91.599998,93.400002,4168500,89.987185
2010-04-01,94.010002,94.529999,91.690002,92.169998,2527800,88.802126
2010-04-05,92.120003,92.629997,91.660004,92.459999,2091900,89.08153
2010-04-06,92.089996,92.839996,91.760002,92.370003,1794300,88.994822
2010-04-07,92.029999,92.349998,90.199997,90.669998,2522400,87.356935
2010-04-08,90.449997,90.940002,89.82,90.720001,2344000,87.405111
2010-04-09,90.480003,91.639999,90.279999,91.260002,1876000,87.925381
2010-04-12,91.07,91.699997,90.57,90.82,1542300,87.501456
2010-04-13,90.690002,90.949997,89.919998,90.720001,1358600,87.405111
2010-04-14,91.120003,94.230003,90.769997,94.010002,4753400,90.574896
2010-04-15,95.300003,97.75,95.300003,95.620003,4342800,92.126068
2010-04-16,95.239998,95.389999,93.410004,93.870003,3812200,90.440012
2010-04-19,93.32,94.269997,91.93,92.550003,2866100,89.168245
2010-04-20,93.339996,93.559998,91.550003,92.040001,3546600,88.676878
2010-04-21,91.980003,92.5,91.120003,91.5,2628500,88.156609
2010-04-22,91.010002,91.940002,89.900002,91.709999,3302100,88.358935
2010-04-23,91.93,92.830002,91.300003,92.809998,2879700,89.418739
2010-04-26,93.029999,93.989998,92.269997,92.5,2075900,89.120069
2010-04-27,91.730003,92.709999,89.43,89.720001,2996400,86.441651
2010-04-28,90.370003,91.419998,89.660004,90.839996,2439400,87.520722
2010-04-29,91.470001,92.800003,91.279999,92.580002,2325600,89.197148
2010-04-30,92.419998,93.800003,89.900002,90.010002,2653600,86.721055
2010-05-03,90.68,92.739998,90.32,92.470001,2985000,89.091167
2010-05-04,91.029999,91.239998,88.339996,89.370003,3572300,86.104441
2010-05-05,88.449997,89.639999,87.849998,88.559998,2224600,85.324034
2010-05-06,87.949997,89.279999,81.5,85.989998,4072400,82.847941
2010-05-07,86.160004,86.160004,81.800003,83.139999,4864000,80.102081
2010-05-10,87.029999,88.459999,86.099998,87.720001,3517000,84.514731
2010-05-11,86.93,89.620003,86.32,88.110001,2894900,84.890479
2010-05-12,88.620003,89.919998,88.0,89.760002,1779400,86.48019
2010-05-13,89.349998,89.620003,87.669998,87.980003,1891100,84.765232
2010-05-14,87.300003,87.419998,85.010002,85.910004,2682100,82.77087
2010-05-17,86.129997,86.959999,84.0,85.889999,2356000,82.751597
2010-05-18,85.959999,86.82,83.769997,84.059998,3215000,80.988463
2010-05-19,83.269997,84.709999,82.120003,84.089996,2960600,81.017365
2010-05-20,82.550003,83.169998,81.019997,81.099998,3747500,78.136621
2010-05-21,80.139999,83.349998,79.410004,83.059998,4250000,80.025002
2010-05-24,82.660004,83.470001,81.410004,81.470001,2364300,78.493104
2010-05-25,79.110001,80.889999,78.290001,80.709999,4349900,77.760872
2010-05-26,81.440002,82.709999,81.010002,81.639999,3179400,78.656891
2010-05-27,83.160004,84.290001,82.129997,84.160004,2609600,81.084815
2010-05-28,84.040001,84.629997,82.669998,83.489998,2313900,80.439291
2010-06-01,82.489998,83.410004,81.199997,81.290001,2904400,78.319681
2010-06-02,81.93,83.410004,81.489998,83.32,2242000,80.275504
2010-06-03,83.839996,84.849998,82.660004,83.980003,2195100,80.911391
2010-06-04,82.209999,82.620003,78.839996,79.370003,3875300,76.469839
2010-06-07,79.93,79.93,76.449997,76.519997,4042700,73.723972
2010-06-08,77.07,79.010002,76.029999,78.68,3405300,75.805049
2010-06-09,79.379997,80.25,77.120003,77.550003,3436000,74.716342
2010-06-10,79.139999,80.339996,78.650002,80.260002,2725300,77.327318
2010-06-11,79.529999,80.739998,78.82,80.629997,2406100,77.683794
2010-06-14,81.18,82.5,80.75,81.470001,3507100,78.493104
2010-06-15,82.099998,83.150002,81.629997,83.010002,3561500,80.094809
2010-06-16,81.400002,82.050003,77.919998,78.07,15058000,75.328292
2010-06-17,78.5,78.519997,77.129997,78.110001,7910200,75.366888
2010-06-18,78.470001,78.82,77.910004,78.699997,3733300,75.936165
2010-06-21,79.690002,80.089996,78.019997,78.580002,3346100,75.820384
2010-06-22,78.519997,78.959999,75.879997,76.199997,4665900,73.523961
2010-06-23,76.43,77.220001,75.440002,76.589996,4015900,73.900264
2010-06-24,76.220001,77.330002,75.690002,75.959999,4112700,73.292392
2010-06-25,76.120003,76.239998,74.419998,75.959999,8014300,73.292392
2010-06-28,75.800003,76.550003,74.93,75.129997,3176200,72.491538
2010-06-29,74.010002,74.269997,70.940002,71.510002,5349400,68.998672
2010-06-30,71.470001,71.900002,69.980003,70.110001,4570400,67.647837
2010-07-01,70.709999,72.190002,69.779999,72.0,6562400,69.471462
2010-07-02,72.389999,72.599998,71.019997,71.410004,4719000,68.902186
2010-07-06,72.230003,72.709999,70.059998,70.699997,5745100,68.217113
2010-07-07,71.0,72.910004,70.57,72.889999,4839800,70.330206
2010-07-08,73.489998,74.440002,72.629997,73.68,3219300,71.092463
2010-07-09,73.870003,74.360001,72.519997,74.220001,3500500,71.6135
2010-07-12,75.209999,75.400002,73.580002,74.160004,2902600,71.55561
2010-07-13,75.160004,77.68,75.110001,77.290001,5278600,74.575686
2010-07-14,77.010002,79.120003,76.910004,78.730003,5260100,75.965117
2010-07-15,78.75,78.800003,76.239998,77.220001,3884300,74.508144
2010-07-16,76.800003,76.989998,74.370003,74.610001,3024200,71.989803
2010-07-19,74.910004,75.220001,73.699997,74.989998,2248000,72.356456
2010-07-20,74.099998,76.040001,73.260002,75.910004,2303800,73.244152
2010-07-21,76.529999,76.57,73.349998,74.029999,3010300,71.43017
2010-07-22,75.709999,78.739998,75.709999,78.529999,4490400,75.772137
2010-07-23,78.489998,79.0,77.57,78.959999,2800400,76.187036
2010-07-26,82.260002,83.639999,82.0,83.389999,7247800,80.461461
2010-07-27,84.0,84.239998,81.809998,82.370003,3282600,79.477285
2010-07-28,81.75,83.050003,81.410004,82.839996,2931000,79.930773
2010-07-29,83.470001,83.68,81.150002,82.07,2335400,79.187818
